icao,name,city,state,country,lat,lon,timezone_id,mississippi_direction
KGOV,Grayling Aaf,Grayling,MI,US,44.6803333,-84.7288611,America/Detroit,EAST
KGPH,Midwest Ntl,Mosby,MO,US,39.3325078,-94.3096481,America/Chicago,WEST
KGPI,Glacier Park Intl,Kalispell,MT,US,48.3105,-114.256,America/Denver,WEST
KGPM,Grand Prairie Muni,Grand Prairie,TX,US,32.6987778,-97.0469167,America/Chicago,WEST
KGPT,Gulfport-Biloxi Intl,Gulfport,MS,US,30.4072692,-89.0700958,America/Chicago,EAST
KGPZ,Grand Rapids,Grand Rapids,MN,US,47.2092839,-93.5099447,America/Chicago,EAST
KGQQ,Galion Muni,Galion,OH,US,40.7533889,-82.7238056,America/New_York,EAST
KGRB,Green Bay/Austin Straubel Intl,Green Bay,WI,US,44.4846336,-88.1297133,America/Chicago,EAST
KGRD,Greenwood County,Greenwood,SC,US,34.2503938,-82.1578093,America/New_York,EAST
KGRE,Greenville,Greenville,IL,US,38.8362222,-89.3788889,America/Chicago,EAST
KGRI,Central Nebraska Rgnl,Grand Island,NE,US,40.9675425,-98.3096389,America/Chicago,WEST
KGRK,Robert Gray Aaf,Fort Cavazos (Killeen),TX,US,31.06725,-97.8289167,America/Chicago,WEST
KGRN,Gordon Muni,Gordon,NE,US,42.8059722,-102.17525,America/Denver,WEST
KGRR,Gerald R Ford Intl,Grand Rapids,MI,US,42.8808333,-85.5228056,America/Detroit,EAST
KGSH,Goshen Muni,Goshen,IN,US,41.5261334,-85.7942702,America/Indiana/Indianapolis,EAST
KGSO,Piedmont Triad Intl,Greensboro,NC,US,36.1013267,-79.9411228,America/New_York,EAST
KGSP,Greenville/Spartanburg Intl,Greer,SC,US,34.8956711,-82.2188594,America/New_York,EAST
KGTE,Gothenburg Muni,Gothenburg,NE,US,40.9254833,-100.1465694,America/Chicago,WEST
KGTF,Great Falls Intl,Great Falls,MT,US,47.4822993,-111.3702794,America/Denver,WEST
KGTG,Grantsburg Muni,Grantsburg,WI,US,45.7983779,-92.6643309,America/Chicago,EAST
KGTR,Golden Triangle Rgnl,Columbus/W Point/Starkville,MS,US,33.4482778,-88.5913889,America/Chicago,EAST
KGTU,Georgetown Exec,Georgetown,TX,US,30.6788056,-97.6793889,America/Chicago,WEST
KGUC,Gunnison Regional,Gunnison,CO,US,38.5343333,-106.93175,America/Denver,WEST
KGUP,Gallup Muni,Gallup,NM,US,35.5110583,-108.7893094,America/Denver,WEST
KGUR,Camp Guernsey,Guernsey,WY,US,42.25975,-104.7283056,America/Denver,WEST
KGUS,Grissom Arb,Grissom Joint Air Reserve Base,IN,US,40.648092,-86.152119,America/Indiana/Indianapolis,EAST
KGUY,Guymon Muni,Guymon,OK,US,36.6841555,-101.5069686,America/Chicago,WEST
KGVE,Gordonsville Muni,Gordonsville,VA,US,38.1559961,-78.16578,America/New_York,EAST
KGVL,Lee Gilmer Meml,Gainesville,GA,US,34.2726264,-83.8302261,America/New_York,EAST
KGVQ,Genesee County,Batavia,NY,US,43.03175,-78.1696667,America/New_York,EAST
KGVT,Majors,Greenville,TX,US,33.0678333,-96.0653333,America/Chicago,WEST
KGWB,De Kalb County,Auburn,IN,US,41.3071667,-85.0643611,America/Indiana/Indianapolis,EAST
KGWO,Greenwood-Leflore,Greenwood,MS,US,33.4933089,-90.0866774,America/Chicago,EAST
KGWR,Gwinner-Roger,Gwinner,ND,US,46.2182778,-97.6433611,America/Chicago,WEST
KGWS,Glenwood Springs Muni,Glenwood Springs,CO,US,39.506,-107.3090833,America/Denver,WEST
KGWW,Wayne Exec Jetport,Goldsboro,NC,US,35.4605553,-77.9649275,America/New_York,EAST
KGXY,Greeley-Weld County,Greeley,CO,US,40.4374167,-104.6332222,America/Denver,WEST
KGYB,Giddings-Lee County,Giddings,TX,US,30.1692778,-96.9800278,America/Chicago,WEST
KGYH,Donaldson Field,Greenville,SC,US,34.7583128,-82.3764139,America/New_York,EAST
KGYI,North Texas Rgnl/Perrin Field,Sherman/Denison,TX,US,33.7141911,-96.6743597,America/Chicago,WEST
KGYL,Glencoe Muni,Glencoe,MN,US,44.7560058,-94.0814606,America/Chicago,WEST
KGYR,Phoenix Goodyear,Goodyear,AZ,US,33.4232778,-112.3753611,America/Phoenix,WEST
KGYY,Gary/Chicago Intl,Gary,IN,US,41.61725,-87.4145278,America/Chicago,EAST
KGZH,Evergreen Rgnl/Middleton Fld,Evergreen,AL,US,31.415,-87.0433611,America/Chicago,EAST
KGZL,Stigler Rgnl,Stigler,OK,US,35.2881667,-95.0938889,America/Chicago,WEST
KGZS,Abernathy Fld,Pulaski,TN,US,35.1540833,-87.0570556,America/Chicago,EAST
KH28,Whetstone Intl,Port Of Del Bonita,Montana,US,49.0,-112.793333,America/Edmonton,WEST
KHAB,Marion County-Rankin Fite,Hamilton,AL,US,34.1169444,-87.9982222,America/Chicago,EAST
KHAE,Hannibal Rgnl,Hannibal,MO,US,39.7251667,-91.4438611,America/Chicago,WEST
KHAF,Half Moon Bay,Half Moon Bay,CA,US,37.5134444,-122.5011667,America/Los_Angeles,WEST
KHAI,Three Rivers Muni,Three Rivers,MI,US,41.9597403,-85.5930622,America/Detroit,EAST
KHAO,Butler County Rgnl/Hogan Fld,Hamilton,OH,US,39.36375,-84.5219444,America/New_York,EAST
KHBC,Mohall Muni,Mohall,ND,US,48.7688853,-101.5376422,America/Chicago,WEST
KHBG,Hattiesburg Muni,Hattiesburg,MS,US,31.2649444,-89.2528889,America/Chicago,EAST
KHBI,Asheboro Rgnl,Asheboro,NC,US,35.654525,-79.8947372,America/New_York,EAST
KHBR,Hobart Rgnl,Hobart,OK,US,34.9899167,-99.0530586,America/Chicago,WEST
KHBV,Jim Hogg County,Hebbronville,TX,US,27.3495556,-98.7369444,America/Chicago,WEST
KHBZ,Heber Springs Muni,Heber Springs,AR,US,35.5116939,-92.0130094,America/Chicago,WEST
KHCD,Hutchinson Muni,Hutchinson,MN,US,44.8598889,-94.3825,America/Chicago,WEST
KHCO,Hallock Muni,Hallock,MN,US,48.752731,-96.943003,America/Chicago,WEST
KHDC,Hammond Northshore Rgnl,Hammond,LA,US,30.5216875,-90.4183797,America/Chicago,EAST
KHDE,Brewster Fld,Holdrege,NE,US,40.4518075,-99.3360278,America/Chicago,WEST
KHDL,Headland Muni,Headland,AL,US,31.3641389,-85.3125278,America/Chicago,EAST
KHDN,Yampa Valley,Hayden,CO,US,40.4811944,-107.2176667,America/Denver,WEST
KHDO,South Texas Rgnl At Hondo,Hondo,TX,US,29.3591306,-99.1774917,America/Chicago,WEST
KHEE,Thompson-Robbins,Helena/West Helena,AR,US,34.5764919,-90.6758894,America/Chicago,EAST
KHEF,Manassas Rgnl,Washington,DC,US,38.7210247,-77.5151047,America/New_York,EAST
KHEG,Herlong Recreational,Jacksonville,FL,US,30.2777858,-81.8059456,America/New_York,EAST
KHEI,Hettinger/Jb Lindquist Rgnl,Hettinger,ND,US,46.0148889,-102.656,America/Denver,WEST
KHEQ,Holyoke,Holyoke,CO,US,40.5694297,-102.2726889,America/Denver,WEST
KHES,Healdsburg Muni,Healdsburg,CA,US,38.6528592,-122.8986415,America/Los_Angeles,WEST
KHEZ,Hardy-Anders Fld,Natchez,MS,US,31.6136611,-91.2973356,America/Chicago,EAST
KHFD,Hartford-Brainard,Hartford,CT,US,41.7367222,-72.6494444,America/New_York,EAST
KHFJ,Monett Rgnl,Monett,MO,US,36.9051294,-94.0141664,America/Chicago,WEST
KHFY,Indy South Greenwood,Indianapolis,IN,US,39.6276111,-86.0880278,America/Indiana/Indianapolis,EAST
KHGR,Hagerstown Rgnl,Hagerstown,MD,US,39.7085,-77.7265,America/New_York,EAST
KHHF,Hemphill County,Canadian,TX,US,35.8951111,-100.4038889,America/Chicago,WEST
KHHG,Huntington Muni,Huntington,IN,US,40.8529167,-85.4570556,America/Indiana/Indianapolis,EAST
KHHR,Hawthorne Municipal ,Hawthorne,CA,US,33.9228611,-118.3350833,America/Los_Angeles,WEST
KHHW,Stan Stamper Muni,Hugo,OK,US,34.0336389,-95.5420556,America/Chicago,WEST
KHIB,Range Rgnl,Hibbing,MN,US,47.386575,-92.8389781,America/Chicago,EAST
KHIE,Mount Washington Rgnl,Whitefield,NH,US,44.3675556,-71.5458056,America/New_York,EAST
KHIG,Higginsville Muni,Higginsville,MO,US,39.0724444,-93.6773611,America/Chicago,WEST
KHII,Lake Havasu City,Lake Havasu City,AZ,US,34.5711239,-114.3582769,America/Phoenix,WEST
KHIO,Portland-Hillsboro,Portland,OR,US,45.5421217,-122.9507219,America/Los_Angeles,WEST
KHJH,Hebron Muni,Hebron,NE,US,40.1519444,-97.5845278,America/Chicago,WEST
KHJO,Hanford Muni,Hanford,CA,US,36.3167222,-119.6276667,America/Los_Angeles,WEST
KHKA,Blytheville Muni,Blytheville,AR,US,35.9404167,-89.8308056,America/Chicago,WEST
KHKS,Hawkins Fld,Jackson,MS,US,32.3347778,-90.2225278,America/Chicago,EAST
KHKY,Hickory Rgnl,Hickory,NC,US,35.7411456,-81.3895506,America/New_York,EAST
KHLB,Batesville,Batesville,IN,US,39.3431111,-85.2584167,America/Indiana/Indianapolis,EAST
KHLC,Hill City Muni,Hill City,KS,US,39.3801944,-99.8314722,America/Chicago,WEST
KHLG,Wheeling Ohio County,Wheeling,WV,US,40.1750114,-80.6462683,America/New_York,EAST
KHLN,Helena Rgnl,Helena,MT,US,46.6067222,-111.9832778,America/Denver,WEST
KHLX,Twin County,Galax Hillsville,VA,US,36.7661108,-80.82356,America/New_York,EAST
KHMT,Hemet-Ryan,Hemet,CA,US,33.7340278,-117.0223056,America/Los_Angeles,WEST
KHMZ,Bedford County,Bedford,PA,US,40.086125,-78.5134983,America/New_York,EAST
KHNB,Huntingburg,Huntingburg,IN,US,38.2490169,-86.9528194,America/Indiana/Vincennes,EAST
KHND,Henderson Exec,Las Vegas,NV,US,35.972855,-115.1343847,America/Los_Angeles,WEST
KHNR,Harlan Muni,Harlan,IA,US,41.5843611,-95.3396944,America/Chicago,WEST
KHNZ,Henderson/Oxford,Oxford,NC,US,36.3611408,-78.5298272,America/New_York,EAST
KHOB,Lea County Rgnl,Hobbs,NM,US,32.6875,-103.2173333,America/Denver,WEST
KHOC,Highland County,Hillsboro,OH,US,39.1887613,-83.5387915,America/New_York,EAST
KHOE,Homerville,Homerville,GA,US,31.0568889,-82.7752778,America/New_York,EAST
KHON,Huron Rgnl,Huron,SD,US,44.3851944,-98.2285556,America/Chicago,WEST
KHOT,Meml Fld,Hot Springs,AR,US,34.4780278,-93.0962222,America/Chicago,WEST
KHOU,William P Hobby,Houston,TX,US,29.6457998,-95.2772316,America/Chicago,WEST
KHPN,Westchester County,White Plains,NY,US,41.0669531,-73.7075661,America/New_York,EAST
KHPT,Hampton Muni,Hampton,IA,US,42.7236944,-93.2263333,America/Chicago,WEST
KHPY,Baytown,Baytown,TX,US,29.7860833,-94.9526667,America/Chicago,WEST
KHQG,Hugoton Muni,Hugoton,KS,US,37.1633583,-101.3706775,America/Chicago,WEST
KHQM,Bowerman,Hoquiam,WA,US,46.9711944,-123.9365556,America/Los_Angeles,WEST
KHQU,Thomson-Mcduffie County,Thomson,GA,US,33.5297306,-82.5169528,America/New_York,EAST
KHQZ,Mesquite Metro,Mesquite,TX,US,32.7469628,-96.5304172,America/Chicago,WEST
KHRI,Hermiston Muni,Hermiston,OR,US,45.8282222,-119.2591667,America/Los_Angeles,WEST
KHRJ,Harnett Rgnl Jetport,Erwin,NC,US,35.380155,-78.7322367,America/New_York,EAST
KHRL,Valley Intl,Harlingen,TX,US,26.2271111,-97.6551389,America/Chicago,WEST
KHRO,Boone County,Harrison,AR,US,36.2615206,-93.1547289,America/Chicago,WEST
KHRU,Herington Rgnl,Herington,KS,US,38.6947222,-96.8079722,America/Chicago,WEST
KHRX,Hereford Muni,Hereford,TX,US,34.8606989,-102.3258832,America/Chicago,WEST
KHSA,Stennis Intl,Bay St Louis,MS,US,30.3678047,-89.4546125,America/Chicago,EAST
KHSB,Harrisburg-Raleigh,Harrisburg,IL,US,37.8112561,-88.5502596,America/Chicago,EAST
KHSD,Sundance,Oklahoma City,OK,US,35.6018333,-97.7061667,America/Chicago,WEST
KHSE,Billy Mitchell,Hatteras,NC,US,35.2328056,-75.6178056,America/New_York,EAST
KHSI,Hastings Muni,Hastings,NE,US,40.60525,-98.4278889,America/Chicago,WEST
KHSP,Ingalls Fld,Hot Springs,VA,US,37.9514444,-79.8338944,America/New_York,EAST
KHSR,Hot Springs Muni,Hot Springs,SD,US,43.3683056,-103.3882778,America/Denver,WEST
KHSV,Huntsville Intl,Huntsville,AL,US,34.6371969,-86.7750542,America/Chicago,EAST
KHTF,Hornell Muni,Hornell,NY,US,42.3821389,-77.6821111,America/New_York,EAST
KHTH,Hawthorne Industrial,Hawthorne,NV,US,38.5450769,-118.6324031,America/Los_Angeles,WEST
KHTL,Roscommon County,Houghton Lake,MI,US,44.359869,-84.669483,America/Detroit,EAST
KHTS,Ferguson Field,Huntington,WV,US,38.3685078,-82.5603602,America/New_York,EAST
KHTW,Lawrence County Airpark,Chesapeake/Huntington Wva,OH,US,38.4191111,-82.4948333,America/New_York,EAST
KHUF,Terre Haute Intl,Terre Haute,IN,US,39.4506319,-87.30699,America/Indiana/Indianapolis,EAST
KHUL,Houlton Intl,Houlton,ME,US,46.1246069,-67.7923603,America/New_York,EAST
KHUM,Houma-Terrebonne,Houma,LA,US,29.5665021,-90.6604267,America/Chicago,WEST
KHUT,Hutchinson Rgnl,Hutchinson,KS,US,38.0661547,-97.8604897,America/Chicago,WEST
KHVC,Hopkinsville County,Hopkinsville,KY,US,36.8569722,-87.4550833,America/Chicago,EAST
KHVE,Hanksville,Hanksville,UT,US,38.4194167,-110.7029167,America/Denver,WEST
KHVN,Tweed/New Haven,New Haven,CT,US,41.2637247,-72.8877292,America/New_York,EAST
KHVR,Havre City-County,Havre,MT,US,48.5429847,-109.7623422,America/Denver,WEST
KHVS,Hartsville Rgnl,Hartsville,SC,US,34.4030833,-80.1192222,America/New_York,EAST
KHWD,Hayward Exec,Hayward,CA,US,37.6589317,-122.1217389,America/Los_Angeles,WEST
KHWO,North Perry,Hollywood,FL,US,26.0012222,-80.2407222,America/New_York,EAST
KHWQ,Wheatland Co,Harlowton,MT,US,46.4486111,-109.8527778,America/Denver,WEST
KHWV,Brookhaven,Shirley,NY,US,40.8219542,-72.8669072,America/New_York,EAST
KHWY,Warrenton/Fauquier,Warrenton,VA,US,38.5862853,-77.7106308,America/New_York,EAST
KHXD,Hilton Head,Hilton Head Island,SC,US,32.224495,-80.6974008,America/New_York,EAST
KHXF,Hartford Muni,Hartford,WI,US,43.3500472,-88.3902408,America/Chicago,EAST
KHYA,Barnstable Muni,Hyannis,MA,US,41.6693372,-70.2803592,America/New_York,EAST
KHYI,San Marcos Rgnl,Austin,TX,US,29.89275,-97.863,America/Chicago,WEST
KHYR,Sawyer County,Hayward,WI,US,46.0252661,-91.444265,America/Chicago,EAST
KHYS,Hays Rgnl,Hays,KS,US,38.8422222,-99.2731667,America/Chicago,WEST
KHYW,Conway-Horry County,Conway,SC,US,33.8284875,-79.1221763,America/New_York,EAST
KHYX,Saginaw County,Saginaw,MI,US,43.4333744,-83.8623019,America/Detroit,EAST
KHZD,Carroll County,Huntingdon,TN,US,36.0892974,-88.4632988,America/Chicago,EAST
KHZE,Mercer County Rgnl,Hazen,ND,US,47.2899353,-101.5809778,America/North_Dakota/Beulah,WEST
KHZL,Hazleton Rgnl,Hazleton,PA,US,40.9867725,-75.9947031,America/New_York,EAST
KHZR,False River Rgnl,New Roads,LA,US,30.7183333,-91.4786667,America/Chicago,WEST
KHZX,Isedor Iverson,Mc Gregor,MN,US,46.6187972,-93.3098111,America/Chicago,EAST
KHZY,Northeast Ohio Rgnl,Ashtabula,OH,US,41.7777778,-80.6967778,America/New_York,EAST
KIAD,Washington Dulles Intl,Washington,DC,US,38.9474564,-77.4599286,America/New_York,EAST
KIAG,Niagara Falls Intl,Niagara Falls,NY,US,43.1075574,-78.9458467,America/New_York,EAST
KIAH,"Houston Bush Int''ctl",Houston,TX,US,29.9844353,-95.3414425,America/Chicago,WEST
KIBM,Kimball Municipal,Kimball,NE,US,41.1880556,-103.6773889,America/Denver,WEST
KICL,Schenck Fld,Clarinda,IA,US,40.7221944,-95.0266111,America/Chicago,WEST
KICR,Winner Rgnl,Winner,SD,US,43.3894847,-99.8412144,America/Chicago,WEST
KICT,Wichita Eisenhower,Wichita,KS,US,37.6499525,-97.4330428,America/Chicago,WEST
KIDA,Idaho Falls Rgnl,Idaho Falls,ID,US,43.5136733,-112.0708203,America/Boise,WEST
KIDG,Ida Grove Muni,Ida Grove,IA,US,42.3325978,-95.4448878,America/Chicago,WEST
KIDI,Indiana County,Indiana,PA,US,40.6310608,-79.1015264,America/New_York,EAST
KIDL,Indianola Muni,Indianola,MS,US,33.4857222,-90.6788889,America/Chicago,EAST
KIDP,Independence Muni,Independence,KS,US,37.1579263,-95.7789503,America/Chicago,WEST
KIEN,Pine Ridge,Pine Ridge,SD,US,43.0212737,-102.5066064,America/Denver,WEST
KIER,Natchitoches Rgnl,Natchitoches,LA,US,31.73572,-93.0991364,America/Chicago,WEST
KIFA,Iowa Falls Muni,Iowa Falls,IA,US,42.4713583,-93.2707194,America/Chicago,WEST
KIFP,Laughlin/Bullhead Intl,Bullhead City,AZ,US,35.1546144,-114.5593322,America/Phoenix,WEST
KIGM,Kingman,Kingman,AZ,US,35.2594781,-113.9380503,America/Phoenix,WEST
KIGQ,Lansing Muni,Chicago,IL,US,41.5349167,-87.5295278,America/Chicago,EAST
KIIB,James H Connell Fld At Independence Muni,Independence,IA,US,42.4568889,-91.9476667,America/Chicago,WEST
KIIY,Washington/Wilkes County,Washington,GA,US,33.7785981,-82.8144967,America/New_York,EAST
KIJD,Windham,Willimantic,CT,US,41.7440278,-72.1802222,America/New_York,EAST
KIJX,Jacksonville Muni,Jacksonville,IL,US,39.7746111,-90.2382778,America/Chicago,EAST
KIKG,Kleberg County,Kingsville,TX,US,27.5508611,-98.0309167,America/Chicago,WEST
KIKK,Greater Kankakee,Kankakee,IL,US,41.0713889,-87.8462778,America/Chicago,EAST
KIKV,Ankeny Rgnl,Ankeny,IA,US,41.6913468,-93.5663491,America/Chicago,WEST
KIKW,Jack Barstow,Midland Township,MI,US,43.662917,-84.261306,America/Detroit,EAST
KILE,Skylark Fld,Killeen,TX,US,31.0858333,-97.6865,America/Chicago,WEST
KILG,New Castle,Wilmington,DE,US,39.6787097,-75.606635,America/New_York,EAST
KILM,Wilmington Intl,Wilmington,NC,US,34.2711389,-77.9028889,America/New_York,EAST
KILN,Wilmington Air Park,Wilmington,OH,US,39.4279167,-83.7921111,America/New_York,EAST
KIML,Imperial Muni,Imperial,NE,US,40.5103262,-101.620146,America/Denver,WEST
KIMM,Immokalee Rgnl,Immokalee,FL,US,26.4337122,-81.4004782,America/New_York,EAST
KIMS,Madison Muni,Madison,IN,US,38.7599167,-85.4646944,America/Indiana/Indianapolis,EAST
KIMT,Ford,Iron Mountain Kingsford,MI,US,45.8183611,-88.1145556,America/Chicago,EAST
KIND,Indianapolis Intl,Indianapolis,IN,US,39.7173056,-86.2946389,America/Indiana/Indianapolis,EAST
KINF,Inverness,Inverness,FL,US,28.8036128,-82.3182908,America/New_York,EAST
KINJ,Hillsboro Muni,Hillsboro,TX,US,32.0836389,-97.09725,America/Chicago,WEST
KINK,Winkler County,Wink,TX,US,31.7798056,-103.2016944,America/Chicago,WEST
KINL,Falls Intl/Einarson Fld,International Falls,MN,US,48.5655878,-93.4021792,America/Chicago,EAST
KINT,Smith Reynolds,Winston Salem,NC,US,36.1337138,-80.2219877,America/New_York,EAST
KINW,Winslow-Lindbergh Rgnl,Winslow,AZ,US,35.0219097,-110.7225158,America/Phoenix,WEST
KIOB,Mt Sterling County,Mount Sterling,KY,US,38.0581389,-83.9795833,America/New_York,EAST
KIOW,Iowa City Muni,Iowa City,IA,US,41.6397778,-91.5481389,America/Chicago,WEST
KIPJ,Lincoln Co Rgnl,Lincolnton,NC,US,35.4831417,-81.1615056,America/New_York,EAST
KIPL,Imperial County,Imperial,CA,US,32.8342222,-115.57875,America/Los_Angeles,WEST
KIPT,Williamsport Rgnl,Williamsport,PA,US,41.2416667,-76.9218056,America/New_York,EAST
KIRK,Kirksville Rgnl,Kirksville,MO,US,40.0934722,-92.5449167,America/Chicago,WEST
KIRS,Kirsch Muni,Sturgis,MI,US,41.8132876,-85.4389607,America/Detroit,EAST
KISB,Sibley Muni,Sibley,IA,US,43.3693528,-95.7596389,America/Chicago,WEST
KISM,Kissimmee Gateway,Orlando,FL,US,28.2898069,-81.4370814,America/New_York,EAST
KISO,Kinston Rgnl,Kinston,NC,US,35.3314328,-77.60883,America/New_York,EAST
KISP,Long Island MacArthur,Ronkonkoma,NY,US,40.7961357,-73.1006651,America/New_York,EAST
KISQ,Schoolcraft County,Manistique,MI,US,45.9746389,-86.1718333,America/Detroit,EAST
KISW,Alexander Field South Wood County Airport,Wisconsin Rapids,WI,US,44.360355,-89.8390394,America/Chicago,EAST
KITH,Ithaca Tompkins Intl,Ithaca,NY,US,42.4913611,-76.4587222,America/New_York,EAST
KITR,Kit Carson County,Burlington,CO,US,39.2425111,-102.2853775,America/Denver,WEST
KIWA,Phoenix-Mesa Gateway,Phoenix,AZ,US,33.3078239,-111.6554592,America/Phoenix,WEST
KIWD,Gogebic/Iron County,Ironwood,MI,US,46.5274814,-90.1313944,America/Chicago,EAST
KIWH,Wabash Muni,Wabash,IN,US,40.761972,-85.79875,America/Indiana/Indianapolis,EAST
KIWI,Wiscasset,Wiscasset,ME,US,43.9614167,-69.7125556,America/New_York,EAST
KIWS,West Houston,Houston,TX,US,29.8181944,-95.6726111,America/Chicago,WEST
KIXA,Halifax-Northampton Rgnl,Roanoke Rapids,NC,US,36.3297917,-77.6352308,America/New_York,EAST
KIXD,New Century AirCenter,Olathe,KS,US,38.8309167,-94.8903056,America/Chicago,WEST
KIYA,Abbeville Chris Crusta Meml,Abbeville,LA,US,29.9757778,-92.0842222,America/Chicago,WEST
KIYK,Inyokern,Inyokern,CA,US,35.6587413,-117.8295325,America/Los_Angeles,WEST
KIZA,Santa Ynez/Kunkle Fld,Santa Ynez,CA,US,34.6068153,-120.07555,America/Los_Angeles,WEST
KIZG,Eastern Slopes Rgnl,Fryeburg,ME,US,43.9911389,-70.9478889,America/New_York,EAST
KJAC,Jackson Hole,Jackson,WY,US,43.6073333,-110.73775,America/Denver,WEST
KJAN,Jackson-Medgar Wiley Evers Intl,Jackson,MS,US,32.3111667,-90.0758889,America/Chicago,EAST
KJAQ,Westover Fld Amador County,Jackson,CA,US,38.3768017,-120.7939103,America/Los_Angeles,WEST
KJAS,Jasper County/Bell Fld,Jasper,TX,US,30.8856944,-94.0349444,America/Chicago,WEST
KJAU,Colonel Tommy C Stiner Airfield,Jacksboro,TN,US,36.3340889,-84.1629653,America/New_York,EAST
KJAX,Jacksonville Intl,Jacksonville,FL,US,30.4940456,-81.6878467,America/New_York,EAST
KJBR,Jonesboro Muni,Jonesboro,AR,US,35.8317111,-90.6464219,America/Chicago,WEST
KJCT,Kimble County,Junction,TX,US,30.5111111,-99.7628889,America/Chicago,WEST
KJDD,Wood County/Collins Fld,Mineola/Quitman,TX,US,32.7421944,-95.4964722,America/Chicago,WEST
KJDN,Jordan,Jordan,MT,US,47.32875,-106.952689,America/Denver,WEST
KJEF,Jefferson City Meml,Jefferson City,MO,US,38.5911736,-92.1561447,America/Chicago,WEST
KJER,Jerome County,Jerome,ID,US,42.7266833,-114.4566472,America/Boise,WEST
KJES,Jesup-Wayne County,Jesup,GA,US,31.5539722,-81.8825,America/New_York,EAST
KJFK,John F Kennedy Intl,New York,NY,US,40.6399281,-73.7786922,America/New_York,EAST
KJFX,Walker County,Jasper,AL,US,33.902,-87.3138333,America/Chicago,EAST
KJFZ,Tazewell County,Richlands,VA,US,37.0637464,-81.7982658,America/New_York,EAST
KJGG,Williamsburg-Jamestown,Williamsburg,VA,US,37.2391747,-76.7160961,America/New_York,EAST
KJHN,Stanton County Muni,Johnson,KS,US,37.58539,-101.7323031,America/Chicago,WEST
KJHW,Chautauqua County,Jamestown,NY,US,42.1533944,-79.2580228,America/New_York,EAST
KJKA,Gulf Shores International,Gulf Shores,AL,US,30.2896389,-87.6717778,America/Chicago,EAST
KJKJ,Moorhead Muni/Florence Klingensmith Fld,Moorhead,MN,US,46.8392778,-96.6640278,America/Chicago,WEST
KJKL,Julian Carroll,Jackson,KY,US,37.5938611,-83.31725,America/New_York,EAST
KJLN,Joplin Rgnl,Joplin,MO,US,37.1531672,-94.4988075,America/Chicago,WEST
KJMR,Mora Muni,Mora,MN,US,45.8918983,-93.2729492,America/Chicago,EAST
KJMS,Jamestown Rgnl,Jamestown,ND,US,46.9297222,-98.6781944,America/Chicago,WEST
KJNX,Johnston Rgnl,Smithfield,NC,US,35.5409381,-78.3903256,America/New_York,EAST
KJOT,Joliet Rgnl,Joliet,IL,US,41.5177414,-88.1753972,America/Chicago,EAST
KJPX,East Hampton Town,East Hampton,NY,US,40.9594167,-72.2516667,America/New_York,EAST
KJQD,Ohio County,Hartford,KY,US,37.4585478,-86.8498242,America/Chicago,EAST
KJQF,Concord-Padgett Rgnl,Concord,NC,US,35.3877703,-80.7091325,America/New_York,EAST
KJRO,James a Rhodes,Jackson,OH,US,38.9813603,-82.5778497,America/New_York,EAST
KJSO,Cherokee County,Jacksonville,TX,US,31.8693304,-95.2174055,America/Chicago,WEST
KJST,Johnstown-Cambria Co,Johnstown,PA,US,40.3155556,-78.8346667,America/New_York,EAST
KJSV,Sallisaw Muni,Sallisaw,OK,US,35.43825,-94.8029167,America/Chicago,WEST
KJSY,Joseph State,Joseph,OR,US,45.3595497,-117.2538389,America/Los_Angeles,WEST
KJTC,Springerville Muni,Springerville,AZ,US,34.1294167,-109.3108611,America/Phoenix,WEST
KJVL,Southern Wisconsin Rgnl,Janesville,WI,US,42.6202528,-89.0415669,America/Chicago,EAST
KJVW,John Bell Williams,Raymond,MS,US,32.3044722,-90.4105278,America/Chicago,EAST
KJVY,Clark Rgnl,Jeffersonville,IN,US,38.3666183,-85.7381447,America/New_York,EAST
KJWG,Watonga Rgnl,Watonga,OK,US,35.8645636,-98.4207569,America/Chicago,WEST
KJWN,John C Tune,Nashville,TN,US,36.1830218,-86.8864953,America/Chicago,EAST
KJWY,Mid-Way Rgnl,Midlothian/Waxahachie,TX,US,32.4582931,-96.9125264,America/Chicago,WEST
KJXI,Gilmer Municipal,Gilmer,TX,US,32.6980319,-94.9488683,America/Chicago,WEST
KJXN,Jackson County,Jackson,MI,US,42.2604431,-84.4621386,America/Detroit,EAST
KJYG,St James Muni,St James,MN,US,43.9863539,-94.5579742,America/Chicago,WEST
KJYL,Plantation Airpark,Sylvania,GA,US,32.6455228,-81.5966117,America/New_York,EAST
KJYM,Hillsdale Muni,Hillsdale,MI,US,41.9213028,-84.5866986,America/Detroit,EAST
KJYO,Leesburg Exec,Leesburg,VA,US,39.0779722,-77.5575,America/New_York,EAST
KJYR,York Muni,York,NE,US,40.8964164,-97.6240724,America/Chicago,WEST
KJZI,Charleston Exec,Charleston,SC,US,32.7010278,-80.00325,America/New_York,EAST
KJZP,Pickens County,Jasper,GA,US,34.4534722,-84.4572222,America/New_York,EAST
KKIC,Mesa Del Rey,King City,CA,US,36.2285556,-121.1213056,America/Los_Angeles,WEST
KKLS,Southwest Washington Rgnl,Kelso,WA,US,46.118,-122.8983611,America/Los_Angeles,WEST
KKNB,Kanab Muni,Kanab,UT,US,37.0105114,-112.5314778,America/Denver,WEST
